id	sn	nw	wn	fl	dur	CURRENT_FIX_INTEREST_AREA_LABEL
ZAB	7	13	4	0.4044611819235224	90	between
ZAB	7	13	5	0.991536427025728	93	the
ZAB	7	13	6	0.4822471910112357	107	wars,
ZAB	7	13	7	0.366451612903226	110	Henry
ZAB	7	13	8	0.5158127659574471	101	Ford
ZAB	7	13	9	0.1912400265957446	104	supported
ZAB	7	13	8	0.4635234042553186	27	Ford
ZAB	7	13	9	0.8167719414893612	67	supported
ZAB	7	13	10	0.181977011494252	39	Adolf
ZAB	7	13	11	0.1228346456692913	102	Hitler's
ZAB	7	13	12	0.6969830757910227	85	Nazi
ZAB	7	13	2	0.0159172878095697	93	the
ZAB	7	13	4	0.7493047508690617	69	between
ZAB	7	13	6	0.2629213483146067	112	wars,
ZAB	7	13	7	0.1995698924731186	46	Henry
ZAB	7	13	10	0.1250881226053635	68	Adolf
ZAB	7	13	11	0.2866141732283465	67	Hitler's
ZAB	7	13	12	0.4403237674760851	139	Nazi
ZAB	8	22	1	0.3561403508771929	71	There
ZAB	8	22	2	0.4349999999999994	76	is
ZAB	8	22	4	0.2000000000000002	90	some
ZAB	8	22	5	0.2364784616834765	84	evidence
ZAB	8	22	6	0.8678870496592013	78	that
ZAB	8	22	8	0.2957617021276593	138	Ford
ZAB	8	22	9	0.1266568962709661	133	gave
ZAB	8	22	8	0.1628595744680856	226	Ford
ZAB	8	22	9	0.4851652825272759	107	gave
ZAB	8	22	10	0.3607843137254897	51	Adolf
ZAB	8	22	11	0.6040404040404042	47	Hitler
ZAB	8	22	11	0.0848484848484849	94	Hitler
ZAB	8	22	12	0.0456555856755599	100	direct
ZAB	8	22	13	0.1643210895583985	144	financial
ZAB	8	22	14	0.316526429341963	82	backing
ZAB	8	22	15	0.030160364866853	16	when
ZAB	8	22	15	0.8493452993967927	77	when
ZAB	8	22	16	0.5300248138957814	69	Hitler
ZAB	8	22	18	0.6401808531551024	85	first
ZAB	8	22	19	0.3364637160188718	76	starting
ZAB	8	22	20	0.4215384615384616	133	out
ZAB	8	22	22	0.2216891665736918	59	politics.
ZAB	8	22	20	0.3569230769230767	61	out
ZAB	9	41	1	0.638095238095238	89	This
ZAB	9	41	2	0.4189189189189189	73	can
ZAB	9	41	4	0.6608057228915664	77	part
ZAB	9	41	6	0.2292228240332539	103	traced
ZAB	9	41	8	0.2812438227020449	98	statements
ZAB	9	41	8	0.6909450315517373	67	statements
ZAB	9	41	9	0.8587999331439072	84	from
ZAB	9	41	10	0.9247058823529402	86	Kurt
ZAB	9	41	11	0.4554216867469874	91	Ludecke,
ZAB	9	41	10	0.5152941176470582	151	Kurt
ZAB	9	41	11	0.2590361445783132	172	Ludecke,
ZAB	9	41	11	0.5999999999999994	72	Ludecke,
ZAB	9	41	12	0.151562993369119	135	Germany's
ZAB	9	41	12	0.6557625513103884	133	Germany's
ZAB	9	41	13	0.0949573312645462	120	representative
ZAB	9	41	13	0.4386942770185594	62	representative
ZAB	9	41	15	0.0302579595630948	84	the
ZAB	9	41	16	0.686046511627907	122	U.S.
ZAB	9	41	18	0.7828491749941897	69	the
ZAB	9	41	19	0.4307692307692308	68	1920s,
ZAB	9	41	20	0.3861839367457345	79	and
ZAB	9	41	21	0.5673597727964295	136	Winifred
ZAB	9	41	22	0.1550334918939908	114	Wagner,
ZAB	9	41	23	0.1463500439753738	120	daughter-in-law
ZAB	9	41	23	0.7043095866314866	99	daughter-in-law
ZAB	9	41	24	0.3711229946524069	45	of
ZAB	9	41	25	0.9302527389087754	70	Richard
ZAB	9	41	26	0.4317581449955973	63	Wagner,
ZAB	9	41	25	0.077752467729689	72	Richard
ZAB	9	41	28	0.1486105824133998	75	said
ZAB	9	41	29	0.687267420649398	90	they
ZAB	9	41	30	0.3112676056338027	61	requested
ZAB	9	41	31	0.5496534434449197	177	funds
ZAB	9	41	32	0.8951696473341139	75	from
ZAB	9	41	35	0.5923604309500483	95	aid
ZAB	9	41	34	0.3374830852503378	66	to
ZAB	9	41	36	0.2617674418604648	54	the
ZAB	9	41	37	0.5483443708609268	150	National
ZAB	9	41	38	0.5443037974683544	111	Socialist
ZAB	9	41	39	0.3187704381948987	123	movement
ZAB	9	41	41	0.2077348066298343	116	Germany.
ZAB	9	41	2	0.1864864864864866	93	can
ZAB	10	30	1	0.301863354037267	111	Although
ZAB	10	30	2	0.1977497900923591	65	Ford
ZAB	10	30	4	0.45	102	often
ZAB	10	30	5	0.1531444933019734	75	credited
ZAB	10	30	6	0.8220338983050848	87	with
ZAB	10	30	8	0.0288659793814428	90	idea,
ZAB	10	30	9	0.2551859099804307	125	contemporary
ZAB	10	30	9	0.5487279843444228	86	contemporary
ZAB	10	30	10	0.1702702702702702	121	sources
ZAB	10	30	11	0.2346232179226068	131	indicate
ZAB	10	30	12	0.8460047468354434	102	that
ZAB	10	30	14	0.2304635761589401	144	concept
ZAB	10	30	14	0.9377483443708612	45	concept
ZAB	10	30	17	0.1378723404255318	106	development
ZAB	10	30	17	0.5200000000000002	80	development
ZAB	10	30	18	0.35047619047619	142	came
ZAB	10	30	19	0.8724836825833048	52	from
ZAB	10	30	19	0.4151837856406734	46	from
ZAB	10	30	20	0.3310344827586206	63	employees
ZAB	10	30	21	0.437125748502994	106	Clarence
ZAB	10	30	22	0.6290322580645161	103	Avery,
ZAB	10	30	24	0.5166666666666657	70	E.
ZAB	10	30	24	0.2708333333333333	33	E.
ZAB	10	30	11	0.5941044056168937	105	indicate
ZAB	10	30	13	0.3285748502994019	36	the
ZAB	10	30	15	0.6769102644180715	70	and
ZAB	10	30	17	0.2672340425531913	119	development
ZAB	10	30	15	0.6129502394336873	173	and
ZAB	10	30	6	0.4556308851224108	76	with
ZAB	10	30	8	0.1422680412371129	90	idea,
ZAB	10	30	9	0.2246575342465757	87	contemporary
ZAB	10	30	26	0.3850340136054415	98	Charles
ZAB	10	30	25	0.4447761194029852	28	Martin,
ZAB	10	30	21	0.2383233532934132	102	Clarence
ZAB	10	30	22	0.6338709677419356	66	Avery,
ZAB	10	30	24	0.6624999999999991	107	E.
ZAB	10	30	25	0.7328358208955227	54	Martin,
ZAB	10	30	26	0.9823129251700686	40	Charles
ZAB	10	30	28	0.1679144385026738	94	Sorensen,
ZAB	10	30	29	0.0307507507507504	59	and
ZAB	11	11	2	0.1868255319148933	65	Ford
ZAB	11	11	1	0.3937639198218262	54	Henry
ZAB	11	11	2	0.8818382978723402	81	Ford
ZAB	11	11	3	0.592541881443299	84	advocated
ZAB	11	11	4	0.2044343480236259	122	long-time
ZAB	11	11	4	0.7185279418446162	74	long-time
ZAB	11	11	5	0.2729281767955799	78	associate
ZAB	11	11	4	0.3672694229895504	144	long-time
ZAB	11	11	4	0.8045979100408903	31	long-time
ZAB	11	11	5	0.6662983425414366	68	associate
ZAB	11	11	6	0.7414187643020596	112	Harry
ZAB	11	11	7	0.1934046923991786	79	Bennett
ZAB	11	11	8	0.2552222623780257	47	to
ZAB	11	11	9	0.3254937488675484	161	take
ZAB	11	11	10	0.746355272469922	87	the
ZAB	11	11	9	0.2675122304765355	68	take
ZAB	11	11	10	0.0548714319414952	43	the
ZAB	11	11	5	0.8806629834254143	73	associate
ZAB	11	11	6	0.8384439359267737	124	Harry
ZAB	11	11	3	0.1523356958762887	150	advocated
ZAB	11	11	5	0.2497237569060776	67	associate
ZAB	11	11	7	0.3470212995999573	95	Bennett
ZAB	11	11	6	0.3551487414187639	24	Harry
ZAB	12	20	7	0.4653770869314914	75	Edsel's
ZAB	12	20	1	0.9340866290018832	49	Edsel's
ZAB	12	20	1	0.3615819209039548	68	Edsel's
ZAB	12	20	2	0.3156862745098039	145	widow
ZAB	12	20	1	0.2199623352165724	132	Edsel's
ZAB	12	20	2	0.0145098039215688	108	widow
ZAB	12	20	3	0.2641693811074919	118	Eleanor,
ZAB	12	20	4	0.5686956521739125	93	who
ZAB	12	20	5	0.9941236901582088	103	had
ZAB	12	20	6	0.2866653726708077	97	inherited
ZAB	12	20	7	0.7011859527921708	90	Edsel's
ZAB	12	20	8	0.3180590019299693	115	voting
ZAB	12	20	9	0.261978021978022	152	stock,
ZAB	12	20	10	0.136686065663775	136	wanted
ZAB	12	20	10	0.9055012627649064	72	wanted
ZAB	12	20	12	0.5054054054054051	76	son
ZAB	12	20	13	0.531019522776573	74	Henry
ZAB	12	20	14	0.5684458663074592	135	Ford
ZAB	12	20	16	0.1879654255319153	70	to
ZAB	12	20	18	0.3424749163879596	104	over
ZAB	12	20	20	0.1677857794908202	87	position.
ZAB	12	20	18	0.3469811652878009	82	over
ZAB	12	20	2	0.8192156862745097	87	widow
ZAB	12	20	2	0.1933333333333331	77	widow
ZAB	13	32	1	0.6536585365853661	130	In
ZAB	13	32	2	0.2145454545454544	112	1879,
ZAB	13	32	3	0.6763636363636362	137	he
ZAB	13	32	5	0.2159307613319642	109	home
ZAB	13	32	6	0.8568877551020408	137	for
ZAB	13	32	4	0.5970149253731343	82	left
ZAB	13	32	8	0.2960150023441161	85	nearby
ZAB	13	32	9	0.3465277777777784	79	city
ZAB	13	32	11	0.2516199490353111	106	Detroit
ZAB	13	32	12	0.088688109866279	75	to
ZAB	13	32	13	0.8370927318295739	52	work
ZAB	13	32	13	0.3899749373433585	86	work
ZAB	13	32	16	0.2337480063795853	98	apprentice
ZAB	13	32	17	0.3806653686616442	110	machinist,
ZAB	13	32	17	0.5291119952594601	11	machinist,
ZAB	13	32	18	0.3317294419246691	99	first
ZAB	13	32	19	0.9113846153846148	77	with
ZAB	13	32	20	0.5676923076923074	100	James
ZAB	13	32	22	0.3712121212121212	158	Flower
ZAB	13	32	24	0.613913043478261	40	Bros.,
ZAB	13	32	23	0.5052631578947365	115	&
ZAB	13	32	25	0.5529101602109109	94	and
ZAB	13	32	26	0.8311095627939385	88	later
ZAB	13	32	28	1.0	106	the
ZAB	13	32	29	0.4839694656488548	76	Detroit
ZAB	13	32	30	0.8646464646464652	134	Dry
ZAB	13	32	31	0.730882352941176	89	Dock
ZAB	13	32	1	0.8195121951219511	122	In
ZAB	13	32	2	0.3636363636363636	194	1879,
ZAB	14	36	2	0.383132530120482	46	Rae
ZAB	14	36	1	0.3139784946236559	106	Alexander
ZAB	14	36	2	0.1397590361445785	101	Rae
ZAB	14	36	3	0.4608108108108111	62	Baldwin
ZAB	14	36	3	0.8135135135135133	53	Baldwin
ZAB	14	36	6	0.2199999999999995	73	April
ZAB	14	36	8	0.607207207207207	84	1958,
ZAB	14	36	9	0.1333333333333345	55	in
ZAB	14	36	10	0.2560975609756097	46	Massapequa,
ZAB	14	36	10	0.0634146341463414	76	Massapequa,
ZAB	14	36	11	0.3452910553715096	80	Long
ZAB	14	36	13	0.3550684931506846	74	New
ZAB	14	36	15	0.7115384615384616	54	USA)
ZAB	14	36	17	0.970370370370372	120	an
ZAB	14	36	16	0.5449999999999988	136	is
ZAB	14	36	18	0.8647727272727276	74	American
ZAB	14	36	19	0.3577395577395586	64	actor
ZAB	14	36	20	0.5062314540059358	111	who
ZAB	14	36	23	0.7647058823529411	34	oldest
ZAB	14	36	22	0.7207949587978671	83	the
ZAB	14	36	24	0.0933333333333333	74	and
ZAB	14	36	25	0.9707865168539324	110	best
ZAB	14	36	26	0.8959349593495939	61	known
ZAB	14	36	29	0.0308731307284129	83	"""Baldwin"
ZAB	14	36	29	0.5791799324650263	145	"""Baldwin"
ZAB	14	36	30	0.2884916201117317	67	"brothers"","
ZAB	14	36	31	0.3118541033434661	66	with
ZAB	14	36	32	0.3596180624627014	97	brothers
ZAB	14	36	33	0.1123076923076924	141	Daniel,
ZAB	14	36	35	0.0788987055681117	80	and
ZAB	14	36	36	0.2011288396830565	107	William.
ZAB	14	36	14	0.1569086651053864	65	York,
ZAB	14	36	3	0.0770270270270268	34	Baldwin
ZAB	14	36	1	0.4946236559139785	64	Alexander
ZAB	14	36	1	0.2301075268817204	51	Alexander
ZAB	14	36	1	0.5419354838709678	49	Alexander
ZAB	14	36	36	0.6026484315640939	91	William.
ZAB	15	11	3	0.346408286000668	52	of
ZAB	15	11	1	0.1785714285714285	153	He
ZAB	15	11	3	0.9836284664216504	67	of
ZAB	15	11	5	0.2930817610062894	88	quarters
ZAB	15	11	6	0.3011764705882355	150	Irish
ZAB	15	11	7	0.7390178754879809	74	and
ZAB	15	11	8	0.7972433655626417	53	one
ZAB	15	11	10	0.2359375000000003	40	French
ZAB	15	11	4	0.2413644080876677	154	three
ZAB	15	11	5	0.1974842767295596	82	quarters
ZAB	15	11	5	0.7572327044025156	76	quarters
ZAB	15	11	6	0.4	64	Irish
ZAB	15	11	7	0.8968152866242044	115	and
ZAB	15	11	9	0.1642857142857142	48	quarter
ZAB	15	11	10	0.1875	104	French
ZAB	15	11	9	0.4099999999999998	90	quarter
ZAB	15	11	11	0.1871794871794871	105	descent.
ZAB	16	48	1	0.4041666666666665	73	Baldwin
ZAB	16	48	1	0.2722222222222221	61	Baldwin
ZAB	16	48	2	0.9891891891891892	80	has
ZAB	16	48	3	0.4354421591599408	72	appeared
ZAB	16	48	5	0.0556643356643354	100	movies
ZAB	16	48	3	0.5265295495964594	67	appeared
ZAB	16	48	6	0.4217391304347821	99	such
ZAB	16	48	8	0.7400000000000005	77	The
ZAB	16	48	9	0.2379562043795622	122	Cooler,
ZAB	16	48	10	0.9753086419753086	177	The
ZAB	16	48	1	0.6236111111111112	39	Baldwin
ZAB	16	48	1	0.5180555555555555	95	Baldwin
ZAB	16	48	12	0.3800102511532545	91	for
ZAB	16	48	13	0.2167450611476952	98	Red
ZAB	16	48	14	0.3614974262985492	76	October,
ZAB	16	48	15	0.3373831775700937	127	Beetlejuice,
ZAB	16	48	15	0.2635514018691587	146	Beetlejuice,
ZAB	16	48	16	0.5536231884057969	104	Ghosts
ZAB	16	48	18	0.4600000000000001	101	Mississippi,
ZAB	16	48	19	0.4067796610169492	146	Talk
ZAB	16	48	20	0.8016393442622952	52	Radio,
ZAB	16	48	20	0.298360655737705	129	Radio,
ZAB	16	48	21	0.6	115	Final
ZAB	16	48	22	0.4161490683229814	95	Fantasy:
ZAB	16	48	24	0.0196721311475407	80	Spirits
ZAB	16	48	24	0.7639344262295086	67	Spirits
ZAB	16	48	26	0.1371428571428574	94	(voice),
ZAB	16	48	26	0.4699999999999997	71	(voice),
ZAB	16	48	28	0.3675675675675682	121	Cat
ZAB	16	48	28	0.9594594594594594	125	Cat
ZAB	16	48	28	0.3540540540540546	166	Cat
ZAB	16	48	29	0.3999999999999987	43	in
ZAB	16	48	31	0.1518072289156626	160	Hat,
ZAB	16	48	32	0.2171428571428572	104	Pearl
ZAB	16	48	33	0.130496453900709	70	Harbor,
ZAB	16	48	34	0.6324675324675323	134	Thomas
ZAB	16	48	37	0.2016949152542369	97	Magic
ZAB	16	48	38	0.5142857142857148	97	Railroad,
ZAB	16	48	39	0.4583213978802635	146	Along
ZAB	16	48	40	0.6230088495575222	67	Came
ZAB	16	48	40	0.4176991150442476	74	Came
ZAB	16	48	41	0.7085714285714284	55	Polly,
ZAB	16	48	43	0.061111111111111	109	SpongeBob
ZAB	16	48	43	0.5638888888888887	94	SpongeBob
ZAB	16	48	44	0.1882845188284518	120	SquarePants
ZAB	16	48	44	0.8702928870292888	55	SquarePants
ZAB	16	48	45	0.7888888888888896	74	Movie,
ZAB	16	48	47	0.2045913318820508	77	The
ZAB	16	48	48	0.3619718309859161	169	Aviator.
ZAB	17	19	4	0.2920077972709555	57	young,
ZAB	17	19	1	0.8306306306306305	112	When
ZAB	17	19	2	0.3801029159519724	49	Baldwin
ZAB	17	19	3	0.6982142857142855	91	was
ZAB	17	19	4	0.6007797270955162	45	young,
ZAB	17	19	6	0.2366961167043353	130	had
ZAB	17	19	7	0.6289001380579837	83	a
ZAB	17	19	10	0.834419817470665	108	a
ZAB	17	19	11	0.4475475133720275	50	busboy
ZAB	17	19	12	0.0212290502793306	114	at
ZAB	17	19	13	0.3612860013395846	125	famous
ZAB	17	19	13	0.975708863585622	127	famous
ZAB	17	19	15	0.0324742268041234	136	York
ZAB	17	19	15	0.7768041237113404	73	York
ZAB	17	19	16	0.5740506329113927	118	City
ZAB	17	19	17	0.3732360097323603	187	disco
ZAB	17	19	18	0.6163934426229511	120	Studio
ZAB	17	19	19	0.1468749999999996	149	54.
ZAB	17	19	18	0.3655737704918034	50	Studio
ZAB	17	19	19	0.59375	91	54.
ZAB	18	11	6	0.7230769230769228	33	Kim
ZAB	18	11	3	0.173179091688089	35	married
ZAB	18	11	1	0.9497716894977168	80	He
ZAB	18	11	3	0.2033419023136248	86	married
ZAB	18	11	5	0.8545454545454548	82	actress
ZAB	18	11	6	0.4076923076923071	55	Kim
ZAB	18	11	5	0.5048951048951053	83	actress
ZAB	18	11	9	0.5568739123556399	204	1993
ZAB	18	11	11	0.2833333333333325	114	2002.
ZAB	18	11	8	0.5134313228585909	67	from
ZAB	19	23	9	0.3446428571428563	69	active
ZAB	19	23	1	0.8245161290322581	36	Baldwin,
ZAB	19	23	1	0.4116129032258065	114	Baldwin,
ZAB	19	23	3	0.1443478260869567	141	liberal
ZAB	19	23	4	0.1391752577319587	111	Democrat,
ZAB	19	23	5	0.2213333333333336	99	has
ZAB	19	23	6	0.4014925373134325	89	always
ZAB	19	23	7	0.9625642079309642	113	had
ZAB	19	23	9	0.130357142857142	58	active
ZAB	19	23	10	0.6865248226950356	51	interest
ZAB	19	23	10	0.0765957446808511	113	interest
ZAB	19	23	12	0.2911608093716718	182	politics
ZAB	19	23	14	0.277513855898654	88	is
ZAB	19	23	15	0.3106791214339816	100	frequently
ZAB	19	23	16	0.2426975259377496	171	rumored
ZAB	19	23	17	0.8579749407382318	106	to
ZAB	19	23	20	0.0280898876404494	113	candidate
ZAB	19	23	18	0.325564538611654	80	be
ZAB	19	23	22	0.0796679330237794	73	public
ZAB	19	23	21	0.1363233376792696	102	for
ZAB	19	23	23	0.029310344827586	85	office.
ZAB	19	23	21	0.9941069100391132	137	for
ZAB	20	25	2	0.0604518350550095	123	particular,
ZAB	20	25	3	0.1459459459459461	110	Baldwin
ZAB	20	25	4	0.4900000000000005	154	is
ZAB	20	25	7	0.0404219611603928	82	the
ZAB	20	25	8	0.4307497226184813	97	most
ZAB	20	25	9	0.061887169246131	82	frequent
ZAB	20	25	9	0.5910134797803295	38	frequent
