name,sn,nw,wn,fl,CURRENT_FIX_INTEREST_AREA_LABEL,dur,id
001_claude-v1_eye_tracking1_clustered,11,55,41,0.4157623997026714,I,17,14
001_claude-v1_eye_tracking1_clustered,11,55,43,0.606267397482154,an,16,14
001_claude-v1_eye_tracking1_clustered,11,55,45,0.3584609712716138,assistant,14,14
001_claude-v1_eye_tracking1_clustered,11,55,46,0.1836817053855393,created,24,14
001_claude-v1_eye_tracking1_clustered,11,55,48,0.1654635567196531,Anthropic,20,14
001_claude-v1_eye_tracking1_clustered,11,55,50,0.6969923225924457,be,15,14
001_claude-v1_eye_tracking1_clustered,11,55,52,0.0079993569793803,"harmless,",3,14
001_claude-v1_eye_tracking1_clustered,11,55,51,0.9963958204634732,"helpful,",11,14
001_claude-v1_eye_tracking1_clustered,11,55,51,0.5549957578961541,"helpful,",15,14
001_claude-v1_eye_tracking1_clustered,11,55,54,0.397351750905627,honest.,37,14
001_claude-v1_eye_tracking1_clustered,11,55,45,0.5447085228296109,assistant,17,14
001_claude-v1_eye_tracking1_clustered,11,55,54,0.9447805896691668,honest.,8,14
001_claude-v1_eye_tracking1_clustered,11,55,54,0.9625980384836382,honest.,3,14
001_claude-v1_eye_tracking1_clustered,11,55,34,0.1741327950941655,"senses,",12,14
001_claude-v1_eye_tracking1_clustered,11,55,6,0.1653985898580281,feelings,18,14
001_claude-v1_eye_tracking1_clustered,11,55,40,0.9909627012472964,way.,23,14
001_claude-v1_eye_tracking1_clustered,11,55,54,0.468492368495882,honest.,17,14
001_claude-v1_eye_tracking1_clustered,11,55,48,0.3786182048310054,Anthropic,14,14
001_claude-v1_eye_tracking1_clustered,11,55,6,0.345577337037177,feelings,39,14
001_claude-v1_eye_tracking1_clustered,11,55,46,0.2926593972741009,created,24,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,0,0.4612501797188192,As,19,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,3,0.1354781214016688,language,18,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,6,0.3949835641731781,do,17,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,7,0.8882152071496326,not,18,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,10,0.2093629467295858,ability,19,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,12,0.3982487802388929,feel,15,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,13,0.2204755248396366,"emotions,",21,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,15,0.9973759839659292,I,3,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,17,0.3288373704304953,imagine,16,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,16,0.1878951191443505,can,10,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,17,0.7337543751901929,imagine,14,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,20,0.507797813966442,100-year-old,19,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,21,0.6018298179368291,tree,20,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,23,0.1297129754296136,has,43,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,24,0.437048951206428,been,15,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,25,0.6069818058483091,living,28,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,28,0.6992214847086184,lush,28,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,29,0.6237143692226567,forest,25,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,28,0.5488173375318239,lush,14,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,14,0.7028616303546081,but,8,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,16,0.5871870121500031,can,14,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,17,0.3887309713715031,imagine,12,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,20,0.0192672326228703,100-year-old,6,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,20,0.4961886828772544,100-year-old,45,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,21,0.9899537006640656,tree,12,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,23,0.8217314701824963,has,17,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,25,0.6693229954640281,living,16,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,28,0.4478461837942093,lush,16,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,29,0.9303649100158536,forest,11,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,44,0.3176859792591541,down.,4,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,44,0.5498652250655803,down.,11,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,32,0.2851461883501306,years,5,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,32,0.3043667951213148,years,6,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,33,0.9453795242309572,would,13,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,35,0.21150003065855,feel,14,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,36,0.4657466391203149,happy,11,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,50,0.2115723945157831,a,4,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,36,0.4749397345510669,happy,6,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,38,0.3368908458444604,pleased,48,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,39,0.7504027769950405,when,18,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,42,0.1494081673534794,being,21,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,43,0.369472357848083,chopped,21,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,44,0.3138842695011046,down.,16,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,44,0.1529111900823945,down.,14,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,46,0.1919136124196341,tree,23,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,47,0.5657946532187088,would,16,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,48,0.5303474765890397,likely,19,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,49,0.6866309493105529,feel,16,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,51,0.6741855934288716,sense,17,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,54,0.002552519952478,and,13,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,55,0.5490434129959554,"sadness,",26,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,58,0.5645547977780165,would,77,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,60,0.7664674544003857,losing,34,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,62,0.2740540048169651,home,23,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,63,0.3461573593158224,and,6,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,64,0.4373343219097832,possibly,18,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,66,0.4558909026749352,life.,20,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,68,0.8786476164310029,may,18,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,70,0.4868255062394109,feel,17,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,72,0.6727126951363841,sense,20,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,74,0.2993313878156807,anger,26,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,73,0.9096829663686988,of,7,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,74,0.4869225941805931,anger,3,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,75,0.1524348805685814,or,5,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,76,0.758473985103942,frustration,22,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,63,0.2916751646405383,and,11,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,77,0.7511773950393993,towards,4,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,77,0.6609587756431027,towards,25,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,79,0.3848835864453472,deforesters,61,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,81,0.2449365625,are,15,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,82,0.5129332036744022,cutting,20,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,84,0.1876321576522752,down.,14,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,8,0.1668792606480857,have,14,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,4,0.4056555094630723,"model,",19,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,8,0.1660446307588877,have,12,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,7,0.7292910846506105,not,15,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,3,0.2373707692943586,language,18,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,1,0.4724587430163068,an,22,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,3,0.5834324333089432,language,25,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,7,0.3225888715644098,not,19,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,8,0.1976192096161996,have,12,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,9,0.9443033686474142,the,13,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,7,0.0310476060742109,not,16,14
001_vicuna-13b-v1.2_eye_tracking2_clustered,39,85,6,0.7552412446918566,do,12,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,0,0.2784977474703202,As,4,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,1,0.7593863356060334,soon,21,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,4,0.289482656493233,alarm,20,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,5,0.528700476422267,clock,16,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,6,0.3204521766621625,went,14,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,5,0.4841659307256052,clock,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,6,0.6089539882171175,went,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,7,0.6512142530282905,"off,",14,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,6,0.9902310354898036,went,8,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,8,0.5791680599435631,Jane,29,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,8,0.2935888774861314,Jane,6,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,10,0.4011943535181284,something,14,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,11,0.9385517366797558,was,12,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,12,0.3249363824390905,different.,8,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,9,0.6392619196803326,knew,16,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,10,0.2349286114323551,something,14,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,9,0.4480446912413773,knew,15,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,10,0.8052992294164625,something,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,12,0.0353163782012426,different.,13,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,13,0.0939592580748865,She,3,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,13,0.2439471047647524,She,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,14,0.964112225475418,sat,15,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,17,0.6717941346087336,bed,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,19,0.5853621109814465,looked,26,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,16,0.1629355966322976,in,16,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,17,0.5219348205268606,bed,11,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,19,0.6881299605714821,looked,20,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,20,0.6551818733473304,around,19,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,22,0.3578643481209413,"room,",28,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,23,0.7398857896103451,trying,16,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,25,0.6383766309803331,figure,22,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,27,0.5581871528482926,what,18,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,12,0.9883478596277302,different.,6,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,29,0.2382827276300922,was.,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,30,0.7956204958160041,And,18,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,37,0.1158313143510687,clock,18,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,40,0.0444037314717611,bedside,29,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,39,0.0647242840615926,her,10,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,41,0.6159667343087348,table,14,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,43,0.4190706918819603,flashing,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,59,0.6679974105847001,strange,11,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,59,0.7594862131964406,strange,3,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,45,0.5231687048926582,unfamiliar,4,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,59,0.8118501252324991,strange,6,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,59,0.7335354765968465,strange,5,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,43,0.3708516466911308,flashing,40,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,42,0.3315447939203254,was,7,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,45,0.7367381080904711,unfamiliar,19,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,47,0.1556079645369285,of,4,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,46,0.7644002473632426,sequence,16,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,47,0.9557706104679567,of,8,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,48,0.3975498348248117,numbers.,14,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,46,0.6178273550991474,sequence,15,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,48,0.4942372072532782,numbers.,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,51,0.0323835856503298,reached,4,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,51,0.2239520335899044,reached,3,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,52,0.5031976721378358,to,13,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,56,0.3246817765567765,she,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,57,0.4985198654062226,felt,20,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,56,0.5540707172292,she,15,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,59,0.9468500327612444,strange,9,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,59,0.794081443397024,strange,8,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,60,0.3586373850380167,tingling,19,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,61,0.6206121312073603,sensation,19,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,64,0.2516754265527804,her,15,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,65,0.540377909087862,body.,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,66,0.5586333972823744,"Suddenly,",41,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,68,0.7108572950678136,was,14,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,69,0.4310994234721201,transported,42,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,72,0.1674327246578327,different,5,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,72,0.1064150761497706,different,14,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,70,0.3159731318685909,to,7,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,73,0.0668602121762672,time,5,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,74,0.8890110925137075,and,27,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,76,0.5737571724627046,Confused,24,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,78,0.4963456559079959,"disoriented,",19,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,68,0.8797039343505481,was,5,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,80,0.1111811904739901,realized,16,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,79,0.9336484924571334,Jane,4,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,79,0.9949589607156986,Jane,7,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,80,0.3368542615382879,realized,15,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,81,0.9197040615870046,that,12,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,84,0.3069888716151345,somehow,41,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,85,0.5625362776368332,gained,22,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,87,0.5006440251662463,ability,26,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,89,0.6389820140796704,time,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,90,0.4329271054793197,travel.,17,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,89,0.3287592290521978,time,5,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,76,0.449121725401824,Confused,22,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,89,0.5915386046245416,time,14,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,78,0.4553275379985028,"disoriented,",15,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,76,0.4878609480455771,Confused,16,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,21,0.8707717921501673,her,5,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,21,0.2055107477990515,her,3,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,21,0.7078677088057942,her,4,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,37,0.2456848523707641,clock,29,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,48,0.225392927896817,numbers.,6,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,48,0.0748450759728758,numbers.,6,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,34,0.1496375870323032,it,13,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,20,0.520515798151649,around,3,14
002_gpt-3.5-turbo_eye_tracking1_clustered,18,91,20,0.7650678291596242,around,5,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,3,0.2314612343327927,strange,21,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,2,0.17003431120262,a,12,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,1,0.4674464622719723,was,19,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,4,0.1280329507780452,and,12,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,5,0.2785869177904052,unsettling,46,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,6,0.26665699862465,"feeling,",17,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,5,0.6344577804432912,unsettling,32,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,3,0.3839990886294812,strange,31,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,1,0.9524433416512867,was,17,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,5,0.3178785465848424,unsettling,28,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,6,0.3673414993520817,"feeling,",19,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,7,0.588968698292595,waking,46,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,10,0.1939993077800002,realizing,23,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,11,0.6189240895164361,that,18,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,12,0.3603509055803527,the,4,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,3,0.6036617238714208,strange,15,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,1,0.7461954351266133,was,15,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,13,0.4054551915825523,world,12,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,11,0.2337578106613576,that,16,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,10,0.3626502473355245,realizing,12,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,12,0.8647096266262427,the,6,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,12,0.1780921756522311,the,6,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,13,0.1615226133422853,world,8,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,13,0.1262729930034152,world,6,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,14,0.3999782722926149,around,24,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,16,0.7539592484289541,had,19,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,17,0.3817665998492738,changed,47,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,18,0.4431636895130052,overnight.,37,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,20,0.3432433596165252,that,17,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,22,0.3480455042606448,exactly,30,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,23,0.932669700914381,what,9,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,24,0.7509592207750058,happened,25,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,26,0.6752579832615585,Sarah,23,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,27,0.146019935435922,when,5,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,28,0.536273179945055,she,23,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,30,0.2953853115121859,her,14,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,33,0.5474113271583583,that,15,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,35,0.2537614954458534,morning.,16,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,54,0.6757620525267122,of,11,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,54,0.9183576582194234,of,6,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,40,0.3072917425567682,tired,22,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,42,0.1021039486253888,and,17,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,44,0.0858839035034179,up,17,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,46,0.4148299680041508,"bed,",19,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,48,0.4256227085572788,couldn't,21,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,49,0.5840532827566648,help,17,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,51,0.5130446757298319,feel,12,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,67,0.6192580554885242,travel,9,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,54,0.6317585436197347,of,4,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,55,0.4816329126466176,confusion,32,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,57,0.7835831023125214,wonder,19,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,59,0.9566191168263002,she,12,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,61,0.1301038598094121,that,13,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,63,0.29166140955797,had,16,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,64,0.7293466224566058,the,13,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,65,0.8501791733448174,ability,8,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,68,0.4092104238617754,through,15,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,68,0.0800645544187803,through,15,14
002_vicuna-13b-v1.2_eye_tracking2_clustered,35,70,56,0.3888767960937762,and,5,14
